"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年42週
"集計期間終了週",2024年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","157","151","308","418"
"新型コロナウイルス感染症（COVID-19）","261","282","543","418"
"RSウイルス感染症","17","18","35","263"
"咽頭結膜熱","11","20","31","263"
"Ａ群溶血性レンサ球菌咽頭炎","200","192","392","263"
"感染性胃腸炎","381","285","666","263"
"水痘","20","13","33","263"
"手足口病","1606","1361","2967","263"
"伝染性紅斑","141","142","283","263"
"突発性発しん","31","34","65","263"
"ヘルパンギーナ","35","26","61","263"
"流行性耳下腺炎","6","2","8","263"
"不明発しん症","4","6","10","263"
"川崎病","1","0","1","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","4","13","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","48","64","112","25"
"クラミジア肺炎(オウム病は除く)","2","2","4","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
"COVID-19入院","31","20","51","25"
