"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年13週
"集計期間終了週",2013年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","188","238","426","416"
"RSウイルス感染症","22","24","46","263"
"咽頭結膜熱","34","33","67","263"
"Ａ群溶血性レンサ球菌咽頭炎","308","263","571","263"
"感染性胃腸炎","1172","1080","2252","263"
"水痘","95","84","179","263"
"手足口病","12","7","19","263"
"伝染性紅斑","11","9","20","263"
"突発性発しん","81","78","159","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","1","1","2","263"
"流行性耳下腺炎","21","16","37","263"
"不明発しん症","5","8","13","263"
"川崎病","0","4","4","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","14","21","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","1","2","24"
"マイコプラズマ肺炎","4","3","7","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
"インフルエンザ入院","0","2","2","24"
