"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2016年5週"
"集計期間終了週","2016年5週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","63","0","0","1","7","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","1","","","","","",""
"中央区","104","0","1","16","27","0","0","2","1","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","173","2","6","7","25","2","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0","4","","","","","",""
"新宿区","138","4","1","6","24","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","84","0","0","2","9","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","86","3","1","7","34","1","0","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","137","0","0","5","18","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","272","0","0","21","72","1","0","0","2","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","136","1","0","6","34","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","108","0","2","7","21","2","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","442","2","1","24","79","1","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","554","3","1","37","58","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"渋谷区","83","0","0","4","21","1","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","3","","","","","",""
"中野区","179","1","0","11","39","2","0","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","256","0","0","10","36","5","0","3","2","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","106","0","1","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"北区","179","0","1","10","17","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","168","3","0","13","16","0","1","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","258","1","0","5","16","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","411","3","0","25","48","2","0","0","6","0","0","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"足立","389","0","0","17","56","6","1","1","1","0","0","11","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","278","0","0","20","37","1","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","3","","","","","",""
"江戸川","390","1","3","30","64","0","0","4","1","0","0","4","1","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","546","2","13","35","70","6","1","4","2","0","0","10","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","371","3","0","18","51","3","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","250","1","1","7","9","7","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","305","5","0","13","31","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","473","2","0","26","42","3","0","5","4","0","0","5","1","0","0","0","0","0","1","0","1","0","","","","","",""
"多摩府中","693","3","0","23","85","6","0","2","6","0","0","18","0","0","0","1","0","0","1","0","1","4","","","","","",""
"多摩小平","595","1","2","48","46","3","0","1","4","0","0","8","2","0","0","2","0","0","0","0","0","3","","","","","",""
"島しょ","26","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8253","41","34","461","1095","69","5","43","55","0","1","87","7","1","0","9","0","0","6","1","2","33","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2016年5週"
"集計期間終了週","2016年5週"
"性別","女性"

