"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年52週
"集計期間終了週",2013年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","320","298","618","409"
"RSウイルス感染症","79","69","148","260"
"咽頭結膜熱","86","70","156","260"
"Ａ群溶血性レンサ球菌咽頭炎","276","207","483","260"
"感染性胃腸炎","2782","2647","5429","260"
"水痘","216","207","423","260"
"手足口病","17","14","31","260"
"伝染性紅斑","26","26","52","260"
"突発性発しん","60","56","116","260"
"百日咳","1","3","4","260"
"ヘルパンギーナ","6","2","8","260"
"流行性耳下腺炎","25","12","37","260"
"不明発しん症","3","9","12","260"
"川崎病","4","1","5","260"
"急性出血性結膜炎","0","0","0","35"
"流行性角結膜炎","7","7","14","35"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","5","8","13","25"
"クラミジア肺炎(オウム病は除く)","3","2","5","25"
"感染性胃腸炎（ロタウイルス）","1","2","3","25"
"インフルエンザ入院","5","0","5","25"
