"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年23週
"集計期間終了週",2008年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","15","18","33","287"
"RSウイルス感染症","1","1","2","148"
"咽頭結膜熱","47","30","77","148"
"Ａ群溶血性レンサ球菌咽頭炎","277","217","494","148"
"感染性胃腸炎","539","453","992","148"
"水痘","127","111","238","148"
"手足口病","28","25","53","148"
"伝染性紅斑","11","20","31","148"
"突発性発しん","61","53","114","148"
"百日咳","5","10","15","148"
"ヘルパンギーナ","62","38","100","148"
"流行性耳下腺炎","55","39","94","148"
"不明発しん症","11","9","20","148"
"川崎病","2","2","4","148"
"急性出血性結膜炎","2","0","2","39"
"流行性角結膜炎","10","9","19","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","0","3","3","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
