"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年20週"
"集計期間終了週","2023年20週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","16","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","6","4","0","0","0","9","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","6","19","3","2","8","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","9","17","1","4","3","31","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","0","","","","","",""
"文京","1","12","1","1","2","8","0","2","0","2","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","5","11","4","2","1","29","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","9","16","1","1","1","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","22","17","2","1","7","41","1","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","10","12","3","3","9","16","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","4","9","0","0","2","24","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","13","32","10","8","19","78","1","1","0","1","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","31","32","4","3","21","69","0","3","4","0","4","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"渋谷区","7","10","0","1","1","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"中野区","19","19","4","0","23","29","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","24","29","0","0","7","28","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","20","3","1","0","6","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","15","27","2","1","10","23","0","0","1","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","8","9","0","6","27","0","0","0","1","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","9","35","2","1","5","23","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","56","38","9","5","16","48","0","2","0","2","6","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","7","22","8","8","3","41","0","4","0","6","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","19","2","0","10","33","1","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","13","27","2","7","13","53","1","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","30","26","2","5","10","119","1","1","0","5","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","5","14","1","0","7","38","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","20","0","1","3","9","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","26","2","2","8","24","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","19","31","5","2","12","33","1","7","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","69","58","4","8","23","65","1","1","0","4","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
