"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年10月"
"集計期間終了月","2013年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","45","48","13","30","0","0","9","6","2","0","",""
"区南部","11","4","0","6","0","0","0","0","0","0","",""
"区西南部","10","3","1","3","0","0","1","1","0","0","",""
"区西部","30","7","29","23","1","14","6","1","0","0","",""
"区西北部","15","3","5","10","0","1","1","1","0","0","",""
"区東北部","0","0","0","1","0","0","2","3","0","0","",""
"区東部","23","8","5","9","0","1","3","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","2","0","1","0","0","0","13","2","1","0","",""
"北多摩北部","0","0","0","0","0","0","3","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","137","73","54","82","1","16","41","15","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年10月"
"集計期間終了月","2013年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","4","6","5","1","1","0","6","1","1","0","",""
"区南部","6","1","1","0","0","0","1","0","0","0","",""
"区西南部","2","7","5","0","0","0","3","0","0","0","",""
"区西部","14","6","13","5","3","0","6","1","0","0","",""
"区西北部","12","9","1","2","2","0","6","1","0","0","",""
"区東北部","4","1","0","1","1","0","2","4","0","0","",""
"区東部","10","0","2","0","2","0","3","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","10","4","0","4","1","0","1","0","0","0","",""
"北多摩西部","12","1","0","2","0","0","3","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","12","3","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","0","",""
"合計","74","35","27","15","10","0","46","11","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年10月"
"集計期間終了月","2013年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","49","54","18","31","1","0","15","7","3","0","10","4"
"区南部","17","5","1","6","0","0","1","0","0","0","3","1"
"区西南部","12","10","6","3","0","0","4","1","0","0","5","3"
"区西部","44","13","42","28","4","14","12","2","0","0","11","4"
"区西北部","27","12","6","12","2","1","7","2","0","0","6","2"
"区東北部","4","1","0","2","1","0","4","7","0","0","3","1"
"区東部","33","8","7","9","2","1","6","1","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","10","4","0","4","1","0","3","0","0","0","5","1"
"北多摩西部","13","1","0","2","0","0","4","0","0","0","2","1"
"北多摩南部","2","0","1","0","0","0","25","5","1","0","3","3"
"北多摩北部","0","0","0","0","0","0","4","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","2","0","0","0","0","1"
"合計","211","108","81","97","11","16","87","26","4","0","55","25"


