"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年8週
"集計期間終了週",2008年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","741","775","1516","288"
"RSウイルス感染症","6","8","14","149"
"咽頭結膜熱","22","15","37","149"
"Ａ群溶血性レンサ球菌咽頭炎","204","167","371","149"
"感染性胃腸炎","1015","984","1999","149"
"水痘","107","76","183","149"
"手足口病","8","7","15","149"
"伝染性紅斑","10","10","20","149"
"突発性発しん","42","35","77","149"
"百日咳","0","2","2","149"
"ヘルパンギーナ","1","1","2","149"
"流行性耳下腺炎","21","23","44","149"
"不明発しん症","4","6","10","149"
"川崎病","0","0","0","149"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","10","10","20","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","4","1","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
