"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年6月"
"集計期間終了月","2014年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","12","0","0","0"
"1～4歳","0","0","0","0","0","0","6","2","0","0"
"5～9歳","0","0","0","0","0","0","0","3","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0","0"
"15～19歳","7","0","0","6","0","0","0","0","0","0"
"20～24歳","14","2","3","11","0","1","0","0","0","0"
"25～29歳","25","6","10","9","0","1","0","0","0","0"
"30～34歳","27","5","15","10","0","3","2","0","0","0"
"35～39歳","17","8","11","11","0","2","0","0","0","0"
"40～44歳","12","11","13","7","0","1","0","0","0","0"
"45～49歳","8","15","11","7","0","1","0","0","0","0"
"50～54歳","8","5","5","2","0","0","2","0","0","0"
"55～59歳","4","6","1","1","0","0","0","0","0","0"
"60～64歳","5","3","0","1","0","0","1","0","0","0"
"65～69歳","1","5","0","1","0","0","5","0","1","0"
"70歳以上","0","1","1","0","0","0","14","2","1","0"
"合計","128","67","70","66","0","9","42","8","2","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年6月"
"集計期間終了月","2014年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","19","0","0","0"
"1～4歳","0","0","0","0","0","0","1","3","0","0"
"5～9歳","0","0","0","1","0","0","1","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0","0"
"15～19歳","12","1","0","1","1","0","0","0","0","0"
"20～24歳","35","5","15","7","2","2","0","0","0","0"
"25～29歳","17","8","13","10","2","1","1","0","0","0"
"30～34歳","22","9","4","9","2","0","0","0","0","0"
"35～39歳","8","7","6","6","2","0","0","0","0","0"
"40～44歳","8","4","3","4","1","0","0","0","0","0"
"45～49歳","1","4","0","3","1","0","1","0","0","0"
"50～54歳","1","1","1","3","1","0","1","0","0","0"
"55～59歳","0","2","0","0","0","0","2","0","0","0"
"60～64歳","0","1","0","0","0","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","0","1","0","0"
"70歳以上","0","4","0","0","0","0","23","0","0","0"
"合計","104","46","42","44","12","3","49","4","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年6月"
"集計期間終了月","2014年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","31","0","0","0"
"1～4歳","0","0","0","0","0","0","7","5","0","0"
"5～9歳","0","0","0","1","0","0","1","3","0","0"
"10～14歳","0","0","0","0","0","0","0","1","0","0"
"15～19歳","19","1","0","7","1","0","0","0","0","0"
"20～24歳","49","7","18","18","2","3","0","0","0","0"
"25～29歳","42","14","23","19","2","2","1","0","0","0"
"30～34歳","49","14","19","19","2","3","2","0","0","0"
"35～39歳","25","15","17","17","2","2","0","0","0","0"
"40～44歳","20","15","16","11","1","1","0","0","0","0"
"45～49歳","9","19","11","10","1","1","1","0","0","0"
"50～54歳","9","6","6","5","1","0","3","0","0","0"
"55～59歳","4","8","1","1","0","0","2","0","0","0"
"60～64歳","5","4","0","1","0","0","1","0","0","0"
"65～69歳","1","5","0","1","0","0","5","1","1","0"
"70歳以上","0","5","1","0","0","0","37","2","1","0"
"合計","232","113","112","110","12","12","91","12","2","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


