"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","39","38","20","28","0","0","4","1","1","0","",""
"区南部","9","3","1","9","0","0","4","0","0","0","",""
"区西南部","8","3","0","2","0","0","3","2","0","0","",""
"区西部","27","16","37","17","1","8","14","0","0","0","",""
"区西北部","16","3","7","9","0","0","3","2","0","0","",""
"区東北部","3","0","0","0","0","0","0","1","0","0","",""
"区東部","11","9","2","7","0","1","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","3","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","16","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","114","72","67","72","1","9","51","14","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","10","8","4","0","0","1","2","0","1","0","",""
"区南部","10","1","0","0","0","0","1","0","0","0","",""
"区西南部","5","9","5","2","0","0","1","1","0","0","",""
"区西部","4","2","11","2","2","0","9","1","0","0","",""
"区西北部","10","5","1","2","1","0","0","5","0","0","",""
"区東北部","1","0","2","1","0","0","2","2","0","0","",""
"区東部","11","5","0","0","3","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","6","0","1","1","0","0","0","0","0","",""
"北多摩西部","12","0","0","2","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","6","2","0","0","",""
"北多摩北部","0","1","0","0","1","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","71","37","23","10","8","1","21","12","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年12月"
"集計期間終了月","2013年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","49","46","24","28","0","1","6","1","2","0","10","4"
"区南部","19","4","1","9","0","0","5","0","0","0","3","1"
"区西南部","13","12","5","4","0","0","4","3","0","0","5","3"
"区西部","31","18","48","19","3","8","23","1","0","0","11","4"
"区西北部","26","8","8","11","1","0","3","7","0","0","6","2"
"区東北部","4","0","2","1","0","0","2","3","0","0","3","1"
"区東部","22","14","2","7","3","1","2","1","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","6","0","1","1","0","3","0","0","0","5","1"
"北多摩西部","13","0","0","2","0","0","1","0","0","0","2","1"
"北多摩南部","1","0","0","0","0","0","22","9","0","0","3","3"
"北多摩北部","0","1","0","0","1","0","1","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","185","109","90","82","9","10","72","26","2","0","55","25"


