"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年6月"
"集計期間終了月","2000年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","4","0"
"1～4歳","0","0","0","0","0","0","3","12","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","1","0","0","1","2","0"
"15～19歳","10","2","5","3","0","0","0","0","0"
"20～24歳","29","5","8","20","0","1","2","0","0"
"25～29歳","29","8","6","21","1","1","2","1","0"
"30～34歳","28","9","7","20","0","1","1","0","0"
"35～39歳","19","10","4","6","0","0","1","1","0"
"40～44歳","8","5","4","6","0","2","2","0","0"
"45～49歳","3","2","1","2","0","0","4","0","0"
"50～54歳","9","3","2","2","0","2","6","0","2"
"55～59歳","0","0","2","0","0","0","8","0","1"
"60～64歳","1","0","0","1","0","0","9","1","0"
"65～69歳","1","0","0","0","0","0","6","0","3"
"70歳以上","1","2","0","0","0","1","36","2","4"
"合計","138","46","39","82","1","8","88","24","10"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年6月"
"集計期間終了月","2000年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","1","0"
"1～4歳","0","0","0","0","0","0","4","6","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","13","2","4","0","2","0","1","0","0"
"20～24歳","44","13","5","4","5","0","0","1","0"
"25～29歳","34","14","3","3","4","2","0","0","0"
"30～34歳","21","5","1","3","3","0","1","0","0"
"35～39歳","11","2","2","3","4","0","0","1","0"
"40～44歳","2","2","1","0","1","1","4","0","0"
"45～49歳","1","1","0","0","0","0","1","0","0"
"50～54歳","0","0","0","0","1","1","2","0","0"
"55～59歳","0","1","0","0","0","0","4","0","1"
"60～64歳","0","1","0","0","2","0","3","0","1"
"65～69歳","0","0","0","0","0","0","5","0","0"
"70歳以上","0","0","0","0","0","0","22","1","2"
"合計","126","41","16","13","22","4","50","12","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年6月"
"集計期間終了月","2000年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","5","0"
"1～4歳","0","0","0","0","0","0","7","18","0"
"5～9歳","0","0","0","0","0","0","0","3","0"
"10～14歳","0","0","0","1","0","0","1","2","0"
"15～19歳","23","4","9","3","2","0","1","0","0"
"20～24歳","73","18","13","24","5","1","2","1","0"
"25～29歳","63","22","9","24","5","3","2","1","0"
"30～34歳","49","14","8","23","3","1","2","0","0"
"35～39歳","30","12","6","9","4","0","1","2","0"
"40～44歳","10","7","5","6","1","3","6","0","0"
"45～49歳","4","3","1","2","0","0","5","0","0"
"50～54歳","9","3","2","2","1","3","8","0","2"
"55～59歳","0","1","2","0","0","0","12","0","2"
"60～64歳","1","1","0","1","2","0","12","1","1"
"65～69歳","1","0","0","0","0","0","11","0","3"
"70歳以上","1","2","0","0","0","1","58","3","6"
"合計","264","87","55","95","23","12","138","36","14"
"定点数","41","41","41","41","41","41","25","25","25"


