"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2014年4月"
"集計期間終了月","2014年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","14","1","5","8","0","1","0","0","0","0","",""
"中央区","7","4","0","2","0","0","0","0","0","0","",""
"みなと","13","29","10","9","0","1","3","0","0","0","",""
"新宿区","20","7","20","18","0","5","2","0","0","0","",""
"文京","3","0","2","6","0","0","2","0","1","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","1","0","2","0","0","4","0","0","0","",""
"江東区","9","2","4","13","0","1","0","0","0","0","",""
"品川区","2","2","1","2","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","2","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","2","0","0","",""
"渋谷区","4","2","0","1","0","0","0","0","0","0","",""
"中野区","1","0","0","0","0","0","0","0","0","0","",""
"杉並","1","0","0","0","0","0","3","0","0","0","",""
"池袋","9","4","4","7","0","0","0","1","0","0","",""
"北区","0","0","1","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","0","0","2","0","0","4","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","0","2","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","0","0","0","",""
"江戸川","3","0","1","1","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","1","0","0","0","",""
"多摩府中","0","0","0","0","0","0","10","1","0","0","",""
"多摩小平","0","0","0","0","0","0","4","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","93","52","48","75","0","8","37","5","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2014年4月"
"集計期間終了月","2014年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","2","0","0","0","0","0","0","0","0","0","",""
"中央区","0","0","0","0","0","0","0","0","0","0","",""
"みなと","4","4","7","0","0","3","1","0","0","0","",""
"新宿区","6","6","4","2","0","0","7","1","0","0","",""
"文京","0","0","0","0","0","0","0","0","0","0","",""
"台東","1","0","0","1","1","0","0","0","0","0","",""
"墨田区","0","0","0","0","0","0","3","0","0","0","",""
"江東区","0","1","0","0","0","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","5","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","2","1","0","0","",""
"渋谷区","7","7","2","0","0","0","0","0","0","0","",""
"中野区","1","0","1","0","2","0","0","0","0","0","",""
"杉並","3","0","1","2","0","0","0","0","0","0","",""
"池袋","7","7","1","1","0","1","3","0","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","1","1","0","2","0","0","0","0","0","",""
"板橋区","5","0","0","0","1","0","4","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","0","0","1","0","1","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","2","0","0","",""
"江戸川","3","2","1","0","6","0","0","0","0","0","",""
"八王子市","5","2","1","1","3","1","0","0","0","0","",""
"町田市","3","1","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","10","1","1","2","1","0","0","0","0","0","",""
"多摩府中","0","0","1","0","0","0","13","0","0","0","",""
"多摩小平","0","0","0","0","0","0","0","1","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","65","32","22","9","17","5","37","5","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2014年4月"
"集計期間終了月","2014年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","16","1","5","8","0","1","0","0","0","0","2","2"
"中央区","7","4","0","2","0","0","0","0","0","0","3","0"
"みなと","17","33","17","9","0","4","4","0","0","0","2","1"
"新宿区","26","13","24","20","0","5","9","1","0","0","7","2"
"文京","3","0","2","6","0","0","2","0","1","0","1","1"
"台東","1","0","0","1","1","0","0","0","0","0","2","0"
"墨田区","3","1","0","2","0","0","7","0","0","0","2","1"
"江東区","9","3","4","13","0","1","0","0","0","0","2","0"
"品川区","2","2","1","2","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","6","0","0","2","0","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","3","3","0","0","0","2"
