"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2011年49週"
"集計期間終了週","2011年49週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","1","0","1","5","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中央区","9","0","0","1","8","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","4","4","1","45","6","1","0","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","5","10","1","3","32","6","1","0","0","2","0","2","0","0","0","0","0","0","4","0","0","","","","","",""
"文京","1","0","0","1","19","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","0","0","0","2","21","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","3","25","11","2","1","1","0","0","0","2","0","0","0","1","0","2","0","0","","","","","",""
"江東区","0","8","2","11","126","26","4","2","6","0","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"品川区","0","2","1","13","50","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","2","16","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","17","2","21","174","13","2","1","4","3","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","3","1","11","31","159","6","15","0","5","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","1","28","5","0","0","0","0","0","1","0","0","0","3","0","0","3","0","0","","","","","",""
"中野区","0","0","0","1","53","2","1","0","1","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","0","0","18","81","7","2","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","0","0","1","8","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","1","0","5","50","4","0","0","3","0","0","0","0","1","0","1","0","0","0","0","0","","","","","",""
"荒川区","0","2","0","8","38","5","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","1","1","29","11","1","2","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","1","0","11","107","17","2","0","4","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","9","0","9","112","10","2","2","6","0","1","0","1","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","8","0","2","10","74","10","1","1","5","0","0","0","0","0","0","0","0","0","3","0","0","","","","","",""
"江戸川","13","3","4","11","128","28","3","1","3","0","0","2","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","5","2","22","95","19","0","4","4","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","1","0","53","106","17","0","0","3","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","10","41","18","1","2","2","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","6","2","6","76","19","1","1","4","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","7","2","14","81","27","2","2","2","2","1","5","0","1","0","1","0","0","0","0","0","","","","","",""
"多摩府中","3","5","3","44","121","38","1","11","8","0","0","4","1","0","0","1","0","0","4","0","0","","","","","",""
"多摩小平","0","9","4","31","107","21","0","1","4","0","1","1","1","0","0","1","0","0","4","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","55","92","43","346","2015","343","45","31","87","8","4","43","12","4","0","10","1","0","22","0","0","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2011年49週"
"集計期間終了週","2011年49週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","1","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","6","0","1","0","14","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","0","1","5","0","38","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","6","1","1","26","8","0","0","2","0","0","4","0","0","0","1","0","1","8","1","0","","","","","",""
"文京","1","0","0","3","14","2","1","1","0","0","0","2","0","0","0","2","0","0","0","0","0","","","","","",""
"台東","0","1","0","3","16","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","0","0","6","20","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","3","2","12","109","13","5","3","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","7","67","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","12","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","2","17","4","16","138","7","3","0","2","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","3","6","14","22","146","6","10","1","4","2","0","1","5","0","0","0","0","0","2","0","0","","","","","",""
"渋谷区","0","1","1","4","15","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"中野区","1","1","0","1","64","4","1","1","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","10","84","5","1","0","3","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","3","44","0","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","0","3","22","5","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","0","1","5","34","8","2","2","1","0","0","1","0","0","0","0","0","0","3","0","1","","","","","",""
"練馬区","0","2","0","10","104","10","1","0","6","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","7","1","13","127","17","2","0","3","0","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","0","1","16","49","11","0","1","0","0","0","0","0","0","0","0","0","0","4","0","0","","","","","",""
"江戸川","12","5","3","11","94","18","3","0","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","6","3","25","71","12","2","3","7","0","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","1","0","35","102","19","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","11","33","13","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"南多摩","0","3","1","7","47","13","1","2","5","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","4","2","10","95","17","1","2","1","1","0","1","1","0","0","2","0","0","0","0","0","","","","","",""
"多摩府中","4","4","1","30","101","30","2","4","5","0","0","0","0","0","0","0","0","0","5","0","0","","","","","",""
"多摩小平","0","11","10","28","93","28","1","0","3","0","2","3","0","0","0","2","0","0","6","0","0","","","","","",""
"島しょ","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","47","80","51","297","1796","275","45","25","66","3","8","37","7","0","0","9","0","1","30","1","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2011年49週"
"集計期間終了週","2011年49週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","2","0","2","11","6","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","4","3","0","2","2","0"
"中央区","15","0","1","1","22","3","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","5","3","1","0","0","0"
"みなと","1","5","9","1","83","7","2","0","4","1","0","1","0","0","0","0","0","0","0","0","0","9","6","0","1","1","0"
"新宿区","7","16","2","4","58","14","1","0","2","2","0","6","0","0","0","1","0","1","12","1","0","12","8","1","2","2","0"
"文京","2","0","0","4","33","4","1","1","2","0","0","2","0","0","0","3","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","1","0","5","37","4","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","1","0","1","9","45","19","2","1","2","0","0","0","2","0","0","0","1","0","2","0","0","8","5","1","1","1","0"
"江東区","1","11","4","23","235","39","9","5","11","0","0","1","1","0","0","1","0","0","0","0","0","14","9","1","0","0","0"
"品川区","0","2","1","20","117","14","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","0","0","0","3","28","2","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","2","34","6","37","312","20","5","1","6","3","0","8","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","6","7","25","53","305","12","25","1","9","2","0","4","6","0","0","0","0","0","2","0","0","25","16","2","2","2","0"
"渋谷区","0","1","1","5","43","8","0","0","0","0","0","1","0","0","0","4","0","0","3","0","0","7","4","1","1","1","0"
"中野区","1","1","0","2","117","6","2","1","1","0","0","11","0","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","1","0","0","28","165","12","3","0","7","0","0","6","0","0","0","0","0","0","0","0","0","16","10","1","1","1","0"
"池袋","1","0","0","2","19","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","0","1","0","8","94","4","2","0","4","0","0","1","0","1","0","1","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","2","0","11","60","10","3","0","4","0","0","1","0","1","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","3","0","2","6","63","19","3","4","5","0","0","2","0","0","0","0","0","0","3","0","1","16","10","2","1","1","0"
"練馬区","0","3","0","21","211","27","3","0","10","0","1","2","1","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","2","16","1","22","239","27","4","2","9","0","4","2","1","0","0","1","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","18","0","3","26","123","21","1","2","5","0","0","0","0","0","0","0","0","0","7","0","0","13","8","1","1","1","0"
"江戸川","25","8","7","22","222","46","6","1","7","0","1","3","0","1","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","2","11","5","47","166","31","2","7","11","0","0","10","1","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","3","2","0","88","208","36","0","0","6","0","0","1","2","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","0","1","21","74","31","3","4","2","0","0","0","1","0","0","0","0","0","2","0","0","14","8","1","1","1","0"
"南多摩","0","9","3","13","123","32","2","3","9","0","1","3","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","3","11","4","24","176","44","3","4","3","3","1","6","1","1","0","3","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","7","9","4","74","222","68","3","15","13","0","0","4","1","0","0","1","0","0","9","0","0","31","20","2","3","3","0"
"多摩小平","0","20","14","59","200","49","1","1","7","0","3","4","1","0","0","3","0","0","10","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","102","172","94","643","3811","618","90","56","153","11","12","80","19","4","0","19","1","1","52","1","1","416","262","37","25","25","0"


