"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年22週
"集計期間終了週",2023年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","363","343","706","417"
"新型コロナウイルス感染症（COVID-19）","1109","1099","2208","417"
"RSウイルス感染症","196","168","364","262"
"咽頭結膜熱","72","75","147","262"
"Ａ群溶血性レンサ球菌咽頭炎","285","189","474","262"
"感染性胃腸炎","1097","916","2013","262"
"水痘","22","17","39","262"
"手足口病","49","53","102","262"
"伝染性紅斑","2","2","4","262"
"突発性発しん","68","42","110","262"
"ヘルパンギーナ","327","313","640","262"
"流行性耳下腺炎","18","7","25","262"
"不明発しん症","12","10","22","262"
"川崎病","2","1","3","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","2","10","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","2","3","25"
