"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年33週
"集計期間終了週",2018年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","5","12","380"
"RSウイルス感染症","185","135","320","230"
"咽頭結膜熱","24","26","50","230"
"Ａ群溶血性レンサ球菌咽頭炎","111","92","203","230"
"感染性胃腸炎","288","271","559","230"
"水痘","15","14","29","230"
"手足口病","92","68","160","230"
"伝染性紅斑","69","72","141","230"
"突発性発しん","39","32","71","230"
"ヘルパンギーナ","179","161","340","230"
"流行性耳下腺炎","7","5","12","230"
"不明発しん症","9","8","17","230"
"川崎病","1","1","2","230"
"急性出血性結膜炎","0","0","0","33"
"流行性角結膜炎","11","4","15","33"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
