"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年18週
"集計期間終了週",2008年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","48","45","93","281"
"RSウイルス感染症","2","4","6","146"
"咽頭結膜熱","32","27","59","146"
"Ａ群溶血性レンサ球菌咽頭炎","161","151","312","146"
"感染性胃腸炎","425","369","794","146"
"水痘","112","91","203","146"
"手足口病","10","6","16","146"
"伝染性紅斑","8","9","17","146"
"突発性発しん","35","39","74","146"
"百日咳","2","5","7","146"
"ヘルパンギーナ","1","6","7","146"
"流行性耳下腺炎","36","26","62","146"
"不明発しん症","5","4","9","146"
"川崎病","0","0","0","146"
"急性出血性結膜炎","0","3","3","38"
"流行性角結膜炎","17","3","20","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","4","2","6","23"
"クラミジア肺炎(オウム病は除く)","1","1","2","23"
