"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年30週
"集計期間終了週",2018年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","5","8","410"
"RSウイルス感染症","121","124","245","257"
"咽頭結膜熱","71","55","126","257"
"Ａ群溶血性レンサ球菌咽頭炎","263","193","456","257"
"感染性胃腸炎","565","539","1104","257"
"水痘","29","32","61","257"
"手足口病","184","124","308","257"
"伝染性紅斑","106","101","207","257"
"突発性発しん","84","75","159","257"
"ヘルパンギーナ","504","474","978","257"
"流行性耳下腺炎","13","15","28","257"
"不明発しん症","16","20","36","257"
"川崎病","0","2","2","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","17","17","34","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","2","2","25"
