"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年37週
"集計期間終了週",2023年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2662","2080","4742","417"
"新型コロナウイルス感染症（COVID-19）","3265","3423","6688","417"
"RSウイルス感染症","17","24","41","262"
"咽頭結膜熱","230","196","426","262"
"Ａ群溶血性レンサ球菌咽頭炎","244","218","462","262"
"感染性胃腸炎","541","449","990","262"
"水痘","9","13","22","262"
"手足口病","243","226","469","262"
"伝染性紅斑","8","5","13","262"
"突発性発しん","42","48","90","262"
"ヘルパンギーナ","80","76","156","262"
"流行性耳下腺炎","8","5","13","262"
"不明発しん症","9","3","12","262"
"川崎病","0","2","2","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","18","20","38","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","8","5","13","25"
