"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年8月"
"集計期間終了月","2011年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","33","37","10","23","0","3","9","2","0","0","",""
"区南部","3","0","0","2","0","0","1","0","0","0","",""
"区西南部","14","4","3","7","0","0","6","1","0","0","",""
"区西部","40","13","24","37","0","6","11","1","0","0","",""
"区西北部","16","9","11","4","0","1","3","2","0","0","",""
"区東北部","3","1","0","2","0","0","3","6","0","0","",""
"区東部","22","8","5","16","0","0","6","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","34","13","2","0","",""
"北多摩北部","0","0","0","0","0","0","1","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","132","72","53","91","0","10","75","30","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年8月"
"集計期間終了月","2011年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","20","4","1","2","2","0","7","0","0","0","",""
"区南部","4","0","0","0","0","0","2","0","0","0","",""
"区西南部","8","7","3","1","0","0","3","0","0","0","",""
"区西部","13","10","7","10","1","0","8","2","0","0","",""
"区西北部","17","8","2","3","2","0","3","1","0","0","",""
"区東北部","3","0","4","0","0","0","3","4","0","0","",""
"区東部","5","1","2","1","1","2","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","1","2","1","1","0","0","0","0","0","",""
"北多摩西部","23","7","2","2","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","26","4","1","0","",""
"北多摩北部","4","0","0","0","0","0","1","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","112","38","23","20","7","2","55","14","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2011年8月"
"集計期間終了月","2011年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","53","41","11","25","2","3","16","2","0","0","10","4"
"区南部","7","0","0","2","0","0","3","0","0","0","3","1"
"区西南部","22","11","6","8","0","0","9","1","0","0","5","3"
"区西部","53","23","31","47","1","6","19","3","0","0","11","4"
"区西北部","33","17","13","7","2","1","6","3","0","0","6","2"
"区東北部","6","1","4","2","0","0","6","10","0","0","3","1"
"区東部","27","9","7","17","1","2","8","3","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","15","1","2","1","1","0","1","0","0","0","5","1"
"北多摩西部","24","7","2","2","0","0","0","0","0","0","2","1"
"北多摩南部","0","0","0","0","0","0","60","17","3","0","3","3"
"北多摩北部","4","0","0","0","0","0","2","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","244","110","76","111","7","12","130","44","3","0","55","25"


