"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年23週"
"集計期間終了週","2023年23週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","46","91","7","5","24","74","1","8","0","5","26","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","55","84","32","8","29","92","1","1","0","1","66","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","30","130","15","9","20","89","2","1","0","2","60","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","11","103","12","3","19","79","2","8","0","4","18","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西北部","41","200","33","12","29","120","4","16","1","5","58","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","16","114","23","9","19","110","0","5","0","4","53","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","32","170","33","6","19","89","0","3","1","2","48","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","20","17","0","1","5","5","0","2","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","32","94","23","7","38","168","0","19","2","5","65","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","9","43","8","0","21","60","0","17","0","1","26","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","50","93","22","9","26","58","2","3","0","5","31","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","30","69","17","7","23","94","4","5","2","2","86","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","372","1227","225","76","272","1038","16","88","6","37","548","20","10","0","0","6","0","0","0","0","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年23週"
"集計期間終了週","2023年23週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","56","110","13","7","21","41","1","4","0","3","25","7","1","0","0","2","0","0","0","0","0","1","","","","","",""
"区南部","53","88","32","4","15","43","1","2","3","4","57","1","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","24","125","13","1","19","61","2","4","0","6","53","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","12","127","12","5","25","63","2","1","0","4","17","3","0","0","0","2","0","0","1","0","0","0","","","","","",""
"区西北部","36","200","26","7","27","78","2","10","2","3","42","1","2","0","0","3","0","0","0","0","0","0","","","","","",""
"区東北部","17","116","20","7","9","102","1","14","0","4","34","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","38","172","40","4","17","65","0","8","1","6","47","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","22","0","1","5","7","1","2","0","2","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","28","90","21","6","24","150","3","19","2","5","53","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","7","33","14","0","17","27","0","8","0","1","16","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","27","85","18","6","18","50","2","5","0","3","32","2","2","0","0","0","0","1","0","0","0","1","","","","","",""
"北多摩北部","18","79","14","6","23","74","2","5","1","2","72","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","329","1260","223","54","220","761","17","82","9","43","459","22","10","0","0","12","0","1","1","0","0","3","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2023年23週"
"集計期間終了週","2023年23週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","102","201","20","12","45","115","1","12","0","8","51","7","1","0","0","2","0","0","0","0","0","1","32","20","2","4","4","0"
"区南部","108","172","64","12","44","135","1","3","3","5","123","3","2","0","0","2","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","54","255","28","10","39","150","2","5","0","8","113","1","2","0","0","3","0","0","0","0","0","0","40","25","4","3","3","0"
"区西部","23","230","24","8","44","142","2","9","0","8","35","3","0","0","0","2","0","0","1","0","0","0","38","24","3","4","4","0"
"区西北部","77","400","59","19","56","198","6","26","3","8","100","4","3","0","0","3","0","0","0","0","0","0","55","34","6","2","2","0"
"区東北部","33","230","43","16","28","212","1","19","0","4","87","1","0","0","0","1","0","0","0","0","0","0","39","25","4","1","1","0"
"区東部","70","342","73","10","36","154","0","11","1","8","95","0","4","0","0","0","0","0","0","0","0","0","41","26","4","1","1","0"
"西多摩","33","39","0","2","5","12","1","4","0","3","22","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","60","184","44","13","62","318","3","38","4","10","118","8","2","0","0","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","16","76","22","0","38","87","0","25","0","2","42","1","0","0","0","1","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","77","178","40","15","44","108","2","8","0","8","63","3","2","0","0","0","0","1","0","0","0","1","33","21","3","3","3","0"
"北多摩北部","48","148","31","13","46","168","6","10","3","4","158","1","0","0","0","0","0","0","0","0","0","1","22","14","2","2","2","0"
"島しょ","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","701","2487","448","130","487","1799","25","170","14","76","1007","32","16","0","0","14","0","1","1","0","0","3","415","261","38","25","25","0"


