"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年3週
"集計期間終了週",2019年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","10875","10975","21850","415"
"RSウイルス感染症","21","23","44","262"
"咽頭結膜熱","18","21","39","262"
"Ａ群溶血性レンサ球菌咽頭炎","270","222","492","262"
"感染性胃腸炎","999","959","1958","262"
"水痘","40","38","78","262"
"手足口病","13","17","30","262"
"伝染性紅斑","216","211","427","262"
"突発性発しん","43","52","95","262"
"ヘルパンギーナ","2","1","3","262"
"流行性耳下腺炎","8","1","9","262"
"不明発しん症","6","5","11","262"
"川崎病","0","1","1","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","4","14","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","2","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","109","76","185","25"
