"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年9週
"集計期間終了週",2022年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","407"
"RSウイルス感染症","6","3","9","258"
"咽頭結膜熱","3","1","4","258"
"Ａ群溶血性レンサ球菌咽頭炎","6","8","14","258"
"感染性胃腸炎","585","526","1111","258"
"水痘","7","8","15","258"
"手足口病","1","1","2","258"
"伝染性紅斑","3","1","4","258"
"突発性発しん","31","19","50","258"
"ヘルパンギーナ","0","1","1","258"
"流行性耳下腺炎","2","1","3","258"
"不明発しん症","1","5","6","258"
"川崎病","2","0","2","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","3","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
