"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2015年36週"
"集計期間終了週","2015年36週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","8","4","13","30","1","62","4","7","0","11","3","3","0","0","2","0","0","0","4","0","0","","","","","",""
"区南部","0","10","9","20","60","0","59","0","8","0","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","12","6","15","37","2","59","3","12","0","10","5","1","0","0","1","0","2","1","0","0","0","","","","","",""
"区西部","0","4","1","15","34","0","40","5","9","0","2","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","1","6","1","7","47","3","49","4","10","0","9","7","0","0","1","6","0","0","0","0","0","0","","","","","",""
"区東北部","3","12","8","24","59","4","64","5","12","0","19","5","3","0","0","1","0","0","3","2","0","0","","","","","",""
"区東部","3","20","2","17","60","7","73","9","9","0","21","12","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","2","0","11","1","11","0","0","0","3","3","2","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","0","9","9","34","93","1","93","11","11","1","23","4","11","0","0","4","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","2","0","16","26","0","29","4","5","2","5","4","1","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩南部","1","7","2","20","25","0","53","5","8","0","9","4","1","0","0","2","0","1","1","0","0","0","","","","","",""
"北多摩北部","0","4","8","28","34","2","54","8","8","0","16","4","2","0","0","1","0","0","0","0","0","0","","","","","",""
