"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年49週
"集計期間終了週",2009年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2435","2296","4731","289"
"RSウイルス感染症","13","6","19","150"
"咽頭結膜熱","5","4","9","150"
"Ａ群溶血性レンサ球菌咽頭炎","92","64","156","150"
"感染性胃腸炎","376","357","733","150"
"水痘","101","85","186","150"
"手足口病","36","19","55","150"
"伝染性紅斑","9","9","18","150"
"突発性発しん","46","44","90","150"
"百日咳","2","2","4","150"
"ヘルパンギーナ","13","9","22","150"
"流行性耳下腺炎","58","42","100","150"
"不明発しん症","4","7","11","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","11","7","18","39"
"細菌性髄膜炎","2","0","2","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","3","3","6","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
