"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年1週
"集計期間終了週",2005年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","53","35","88","178"
"RSウイルス感染症","8","7","15","142"
"咽頭結膜熱","13","5","18","142"
"Ａ群溶血性レンサ球菌咽頭炎","26","24","50","142"
"感染性胃腸炎","486","501","987","142"
"水痘","140","117","257","142"
"手足口病","13","8","21","142"
"伝染性紅斑","9","20","29","142"
"突発性発しん","18","21","39","142"
"百日咳","1","0","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","4","5","9","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","63","60","123","142"
"不明発しん症","4","3","7","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","2","4","6","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
