"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年43週
"集計期間終了週",2024年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","172","135","307","418"
"新型コロナウイルス感染症（COVID-19）","236","255","491","418"
"RSウイルス感染症","28","24","52","263"
"咽頭結膜熱","30","9","39","263"
"Ａ群溶血性レンサ球菌咽頭炎","278","221","499","263"
"感染性胃腸炎","375","348","723","263"
"水痘","31","31","62","263"
"手足口病","1276","1097","2373","263"
"伝染性紅斑","156","134","290","263"
"突発性発しん","29","29","58","263"
"ヘルパンギーナ","43","27","70","263"
"流行性耳下腺炎","4","2","6","263"
"不明発しん症","7","3","10","263"
"川崎病","0","0","0","263"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","11","12","23","39"
"細菌性髄膜炎","2","3","5","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","55","66","121","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","3","5","25"
"COVID-19入院","33","23","56","25"
