"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年3週
"集計期間終了週",2012年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3124","3022","6146","418"
"RSウイルス感染症","43","31","74","263"
"咽頭結膜熱","28","24","52","263"
"Ａ群溶血性レンサ球菌咽頭炎","303","248","551","263"
"感染性胃腸炎","1712","1616","3328","263"
"水痘","194","190","384","263"
"手足口病","10","11","21","263"
"伝染性紅斑","35","35","70","263"
"突発性発しん","78","60","138","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","2","2","4","263"
"流行性耳下腺炎","22","21","43","263"
"不明発しん症","11","7","18","263"
"川崎病","4","1","5","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","8","18","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","10","10","20","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","14","7","21","25"
