"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年34週"
"集計期間終了週","2019年34週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","34","0","1","5","0","7","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","50","2","0","28","1","38","0","10","16","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","82","8","3","58","2","118","3","40","67","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","39","9","7","49","0","70","1","7","39","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","7","2","19","53","3","37","3","3","28","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","3","4","6","22","36","4","35","2","2","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","2","1","4","32","31","6","20","5","1","15","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","1","18","30","3","12","2","0","9","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","10","28","3","6","0","0","6","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","1","10","16","6","7","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","9","26","1","4","0","0","5","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10～14歳","4","2","3","13","46","5","10","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","0","0","0","1","15","0","2","0","0","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","2","1","0","8","33","0","8","1","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","27","220","36","153","454","34","374","19","63","212","15","17","1","0","10","0","1","2","0","0","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2019年34週"
"集計期間終了週","2019年34週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","1","27","0","0","2","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","57","1","0","37","3","40","0","15","14","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","82","10","5","59","1","103","1","23","34","1","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","7","30","2","5","34","0","61","3","10","32","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
