"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年22週
"集計期間終了週",2017年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","23","25","48","415"
"RSウイルス感染症","36","27","63","263"
"咽頭結膜熱","154","132","286","263"
"Ａ群溶血性レンサ球菌咽頭炎","454","404","858","263"
"感染性胃腸炎","1060","879","1939","263"
"水痘","71","63","134","263"
"手足口病","118","104","222","263"
"伝染性紅斑","18","23","41","263"
"突発性発しん","105","97","202","263"
"百日咳","0","1","1","263"
"ヘルパンギーナ","25","14","39","263"
"流行性耳下腺炎","37","28","65","263"
"不明発しん症","25","13","38","263"
"川崎病","3","3","6","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","17","17","34","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","2","1","3","25"
"インフルエンザ入院","0","0","0","25"
