"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年23週
"集計期間終了週",2021年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","405"
"RSウイルス感染症","354","301","655","258"
"咽頭結膜熱","35","24","59","258"
"Ａ群溶血性レンサ球菌咽頭炎","55","50","105","258"
"感染性胃腸炎","603","449","1052","258"
"水痘","17","16","33","258"
"手足口病","19","18","37","258"
"伝染性紅斑","3","3","6","258"
"突発性発しん","54","56","110","258"
"ヘルパンギーナ","8","5","13","258"
"流行性耳下腺炎","6","3","9","258"
"不明発しん症","6","7","13","258"
"川崎病","3","0","3","258"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","5","2","7","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
