"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2009年9週"
"集計期間終了週","2009年9週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"～5ヶ月","1","1","0","1","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","10","3","0","0","23","3","1","1","17","0","1","0","0","1","0","0","0","0","0","0"
"1歳","22","2","2","3","73","16","0","1","19","0","1","0","2","0","0","0","0","0","0","0"
"2歳","37","0","3","7","49","18","0","0","0","0","1","3","0","0","0","0","0","0","0","0"
"3歳","37","0","0","11","36","21","2","1","0","0","0","6","0","0","0","0","0","0","0","0"
"4歳","83","0","3","29","60","17","1","1","0","0","0","13","0","0","0","0","0","0","0","0"
"5歳","101","0","2","31","41","11","0","0","0","0","0","7","0","0","0","0","0","0","1","0"
"6歳","127","0","1","24","42","4","0","1","0","0","0","6","0","0","0","0","0","0","0","0"
"7歳","163","0","0","16","22","2","0","3","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","145","0","0","14","41","4","0","1","0","0","0","3","0","0","0","0","0","0","0","0"
"9歳","119","0","1","11","19","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"10～14歳","298","0","2","28","61","2","1","0","0","0","0","5","0","0","0","0","0","0","0","0"
"15～19歳","36","0","0","1","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
