"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年11月"
"集計期間終了月","2000年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","4","0"
"1～4歳","0","0","0","0","0","0","1","5","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","8","1","2","5","0","0","0","0","0"
"20～24歳","19","4","6","18","0","1","1","0","0"
"25～29歳","27","7","5","25","0","2","2","0","0"
"30～34歳","17","2","8","11","0","2","1","1","0"
"35～39歳","15","5","3","7","0","0","0","1","1"
"40～44歳","9","5","1","8","0","1","1","0","0"
"45～49歳","5","2","1","4","0","0","3","0","0"
"50～54歳","2","1","2","2","0","0","4","1","1"
"55～59歳","2","1","0","1","0","0","4","0","0"
"60～64歳","1","0","0","0","0","0","5","2","0"
"65～69歳","1","0","0","0","0","0","6","0","0"
"70歳以上","0","1","0","0","0","0","37","0","2"
"合計","106","29","28","81","0","6","69","14","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年11月"
"集計期間終了月","2000年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","2","0"
"1～4歳","0","0","0","0","0","0","4","2","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","16","1","2","1","2","0","0","0","0"
"20～24歳","31","10","5","11","4","0","0","0","0"
"25～29歳","37","18","6","8","5","0","0","0","0"
"30～34歳","14","12","1","4","6","0","4","0","0"
"35～39歳","10","7","1","0","3","0","1","1","0"
"40～44歳","5","3","1","0","3","2","1","0","0"
"45～49歳","1","2","0","0","0","0","1","0","1"
"50～54歳","1","0","0","0","2","0","2","0","0"
"55～59歳","0","0","0","0","0","0","4","1","0"
"60～64歳","0","0","0","0","4","0","3","0","0"
"65～69歳","0","1","0","0","0","0","7","0","0"
"70歳以上","0","0","0","0","0","0","13","2","0"
"合計","115","54","16","24","29","2","43","8","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年11月"
"集計期間終了月","2000年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","6","0"
"1～4歳","0","0","0","0","0","0","5","7","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","24","2","4","6","2","0","0","0","0"
"20～24歳","50","14","11","29","4","1","1","0","0"
"25～29歳","64","25","11","33","5","2","2","0","0"
"30～34歳","31","14","9","15","6","2","5","1","0"
"35～39歳","25","12","4","7","3","0","1","2","1"
"40～44歳","14","8","2","8","3","3","2","0","0"
"45～49歳","6","4","1","4","0","0","4","0","1"
"50～54歳","3","1","2","2","2","0","6","1","1"
"55～59歳","2","1","0","1","0","0","8","1","0"
"60～64歳","1","0","0","0","4","0","8","2","0"
"65～69歳","1","1","0","0","0","0","13","0","0"
"70歳以上","0","1","0","0","0","0","50","2","2"
"合計","221","83","44","105","29","8","112","22","5"
"定点数","41","41","41","41","41","41","25","25","25"


