"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年2月"
"集計期間終了月","2021年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","13","7","10","11","0","0","7","0","0","",""
"区南部","1","0","2","1","0","0","1","0","0","",""
"区西南部","25","2","6","8","0","0","0","0","0","",""
"区西部","31","11","24","19","0","0","9","1","0","",""
"区西北部","12","2","2","12","0","0","4","0","0","",""
"区東北部","0","0","0","0","0","0","0","0","0","",""
"区東部","13","6","6","6","0","0","5","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","1","0","",""
"北多摩西部","0","0","0","0","0","0","1","0","0","",""
"北多摩南部","0","1","0","0","0","0","9","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","95","29","50","57","0","0","36","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年2月"
"集計期間終了月","2021年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","10","1","3","4","3","0","4","0","0","",""
"区南部","0","0","0","0","0","0","0","0","0","",""
"区西南部","9","5","2","1","1","0","4","0","0","",""
"区西部","8","14","15","3","0","0","4","1","0","",""
"区西北部","5","3","5","2","2","0","1","0","0","",""
"区東北部","4","0","0","0","0","0","0","0","0","",""
"区東部","12","0","3","1","0","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","5","5","0","4","0","0","1","0","0","",""
"北多摩西部","10","1","1","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","26","0","1","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","63","29","29","16","7","0","41","1","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年2月"
"集計期間終了月","2021年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","23","8","13","15","3","0","11","0","0","9","4"
"区南部","1","0","2","1","0","0","1","0","0","3","1"
"区西南部","34","7","8","9","1","0","4","0","0","5","3"
"区西部","39","25","39","22","0","0","13","2","0","11","4"
"区西北部","17","5","7","14","2","0","5","0","0","6","2"
"区東北部","4","0","0","0","0","0","0","0","0","3","1"
"区東部","25","6","9","7","0","0","6","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","5","5","0","4","0","0","1","1","0","5","1"
"北多摩西部","10","1","1","1","1","0","1","0","0","2","1"
"北多摩南部","0","1","0","0","0","0","35","0","1","3","3"
"北多摩北部","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","158","58","79","73","7","0","77","3","1","54","25"


