"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年12月"
"集計期間終了月","2016年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","19","47","16","13","0","0","5","1","1","",""
"区南部","8","1","2","4","0","0","1","0","0","",""
"区西南部","7","6","4","1","0","0","3","1","0","",""
"区西部","33","9","26","20","0","0","9","3","1","",""
"区西北部","14","4","6","6","3","0","4","0","2","",""
"区東北部","0","0","0","1","0","0","1","1","0","",""
"区東部","10","8","2","9","0","0","2","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","2","0","0","2","0","0","8","2","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","93","75","56","56","3","0","34","10","4","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年12月"
"集計期間終了月","2016年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","6","25","9","0","2","0","0","",""
"区南部","6","0","0","0","0","0","2","0","0","",""
"区西南部","4","4","0","0","0","0","2","0","0","",""
"区西部","7","8","14","3","1","0","5","0","0","",""
"区西北部","11","11","3","1","0","0","6","2","1","",""
"区東北部","9","0","0","0","1","0","2","0","0","",""
"区東部","9","2","0","0","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","9","6","1","0","1","0","0","0","0","",""
"北多摩西部","10","1","0","2","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","7","1","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","87","37","24","31","12","0","28","3","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2016年12月"
"集計期間終了月","2016年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","40","52","22","38","9","0","7","1","1","10","4"
"区南部","14","1","2","4","0","0","3","0","0","3","1"
"区西南部","11","10","4","1","0","0","5","1","0","5","3"
"区西部","40","17","40","23","1","0","14","3","1","11","4"
"区西北部","25","15","9","7","3","0","10","2","3","6","2"
"区東北部","9","0","0","1","1","0","3","1","0","3","1"
"区東部","19","10","2","9","0","0","4","2","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","9","6","1","0","1","0","1","0","0","5","1"
"北多摩西部","10","1","0","2","0","0","0","0","0","2","1"
"北多摩南部","3","0","0","2","0","0","15","3","0","3","3"
"北多摩北部","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","180","112","80","87","15","0","62","13","5","55","25"


