"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年8週
"集計期間終了週",2018年8週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3453","3510","6963","414"
"RSウイルス感染症","38","17","55","261"
"咽頭結膜熱","20","20","40","261"
"Ａ群溶血性レンサ球菌咽頭炎","367","310","677","261"
"感染性胃腸炎","662","628","1290","261"
"水痘","26","27","53","261"
"手足口病","3","5","8","261"
"伝染性紅斑","6","12","18","261"
"突発性発しん","52","41","93","261"
"ヘルパンギーナ","0","3","3","261"
"流行性耳下腺炎","7","13","20","261"
"不明発しん症","4","6","10","261"
"川崎病","5","4","9","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","4","12","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","38","31","69","25"
