"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年33週
"集計期間終了週",2023年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","191","184","375","401"
"新型コロナウイルス感染症（COVID-19）","1954","2449","4403","401"
"RSウイルス感染症","37","53","90","250"
"咽頭結膜熱","75","79","154","250"
"Ａ群溶血性レンサ球菌咽頭炎","110","95","205","250"
"感染性胃腸炎","331","283","614","250"
"水痘","10","13","23","250"
"手足口病","65","48","113","250"
"伝染性紅斑","4","2","6","250"
"突発性発しん","22","27","49","250"
"ヘルパンギーナ","65","71","136","250"
"流行性耳下腺炎","4","3","7","250"
"不明発しん症","1","5","6","250"
"川崎病","3","1","4","250"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","7","14","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","0","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","1","3","25"
