"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年8月"
"集計期間終了月","2013年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","24","32","21","20","0","0","9","2","3","0","",""
"区南部","13","6","2","5","0","0","3","1","0","0","",""
"区西南部","9","1","0","3","0","0","7","0","0","0","",""
"区西部","26","14","21","23","0","7","13","4","0","0","",""
"区西北部","15","3","6","12","0","1","2","1","1","0","",""
"区東北部","0","0","0","0","0","0","9","6","0","0","",""
"区東部","7","4","0","10","0","0","3","3","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","1","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","18","5","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","94","60","51","74","0","8","64","22","4","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年8月"
"集計期間終了月","2013年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","13","7","1","1","0","0","6","1","0","0","",""
"区南部","6","0","0","1","0","0","2","0","0","0","",""
"区西南部","4","7","4","0","1","0","1","2","0","0","",""
"区西部","11","2","5","4","1","0","11","1","0","0","",""
"区西北部","3","8","1","6","0","0","6","4","0","0","",""
"区東北部","5","4","0","1","1","0","4","6","0","0","",""
"区東部","6","3","2","1","3","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","12","1","1","3","2","0","0","0","0","0","",""
"北多摩西部","11","2","2","2","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","7","3","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","71","34","16","19","9","0","40","18","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年8月"
"集計期間終了月","2013年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","37","39","22","21","0","0","15","3","3","0","10","4"
"区南部","19","6","2","6","0","0","5","1","0","0","3","1"
"区西南部","13","8","4","3","1","0","8","2","0","0","5","3"
"区西部","37","16","26","27","1","7","24","5","0","0","11","4"
"区西北部","18","11","7","18","0","1","8","5","1","0","6","2"
"区東北部","5","4","0","1","1","0","13","12","0","0","3","1"
"区東部","13","7","2","11","3","0","4","3","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","12","1","2","3","2","0","0","0","0","0","5","1"
"北多摩西部","11","2","2","2","1","0","0","0","0","0","2","1"
"北多摩南部","0","0","0","1","0","0","25","8","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","2","1","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","165","94","67","93","9","8","104","40","4","0","55","25"


