"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年6週
"集計期間終了週",2010年6週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","359","395","754","286"
"RSウイルス感染症","46","45","91","147"
"咽頭結膜熱","8","10","18","147"
"Ａ群溶血性レンサ球菌咽頭炎","153","141","294","147"
"感染性胃腸炎","939","857","1796","147"
"水痘","81","68","149","147"
"手足口病","7","7","14","147"
"伝染性紅斑","12","13","25","147"
"突発性発しん","33","32","65","147"
"百日咳","0","4","4","147"
"ヘルパンギーナ","0","0","0","147"
"流行性耳下腺炎","35","34","69","147"
"不明発しん症","5","0","5","147"
"川崎病","1","2","3","147"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","4","13","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","1","1","23"
"マイコプラズマ肺炎","1","4","5","23"
"クラミジア肺炎(オウム病は除く)","0","1","1","23"
