"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年7月"
"集計期間終了月","2009年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","15","3","5","8","0","1","0","0","0","",""
"中央区","6","2","1","3","0","0","0","0","0","",""
"みなと","2","1","1","0","0","0","2","1","0","",""
"新宿区","21","19","18","19","0","3","11","5","0","",""
"文京","1","2","0","2","0","0","3","2","1","",""
"台東","0","0","0","0","0","0","0","0","0","",""
"墨田区","1","0","1","1","0","0","1","3","0","",""
"江東区","12","4","3","8","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","1","0","0","4","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","",""
"渋谷区","9","0","0","4","1","0","1","0","0","",""
"中野区","3","1","0","4","0","0","0","0","0","",""
"杉並","1","0","0","2","0","0","0","0","0","",""
"池袋","13","5","6","4","0","2","2","8","0","",""
"北区","0","1","0","1","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","0","3","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","4","1","0","3","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","2","0","",""
"江戸川","3","0","0","3","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","0","0","0","7","1","0","",""
"多摩小平","0","0","0","0","0","0","8","6","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","95","39","35","66","1","6","44","28","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年7月"
"集計期間終了月","2009年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","2","2","1","0","1","0","0","0","0","",""
"みなと","13","4","2","1","2","0","2","2","0","",""
"新宿区","11","9","5","0","0","0","5","5","0","",""
"文京","0","0","0","0","0","0","5","1","0","",""
