"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年25週
"集計期間終了週",2009年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","13","17","30","285"
"RSウイルス感染症","5","5","10","148"
"咽頭結膜熱","33","22","55","148"
"Ａ群溶血性レンサ球菌咽頭炎","173","138","311","148"
"感染性胃腸炎","373","303","676","148"
"水痘","89","75","164","148"
"手足口病","19","14","33","148"
"伝染性紅斑","22","35","57","148"
"突発性発しん","62","58","120","148"
"百日咳","1","0","1","148"
"ヘルパンギーナ","20","7","27","148"
"流行性耳下腺炎","75","66","141","148"
"不明発しん症","8","10","18","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","6","9","15","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","1","7","8","23"
"クラミジア肺炎(オウム病は除く)","0","1","1","23"
