"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年2週
"集計期間終了週",2003年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","850","929","1779","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","11","13","24","142"
"Ａ群溶血性レンサ球菌咽頭炎","32","19","51","142"
"感染性胃腸炎","373","371","744","142"
"水痘","162","141","303","142"
"手足口病","6","2","8","142"
"伝染性紅斑","12","21","33","142"
"突発性発しん","27","22","49","142"
"百日咳","0","0","0","142"
"風しん","1","2","3","142"
"ヘルパンギーナ","1","2","3","142"
"麻しん（成人麻しん以外）","3","5","8","142"
"流行性耳下腺炎","24","21","45","142"
"不明発しん症","6","6","12","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","1","1","14"
"流行性角結膜炎","12","7","19","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","2","2","25"
