"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年44週
"集計期間終了週",2013年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","17","18","35","401"
"RSウイルス感染症","145","146","291","254"
"咽頭結膜熱","33","38","71","254"
"Ａ群溶血性レンサ球菌咽頭炎","165","155","320","254"
"感染性胃腸炎","568","578","1146","254"
"水痘","84","95","179","254"
"手足口病","120","92","212","254"
"伝染性紅斑","11","22","33","254"
"突発性発しん","95","92","187","254"
"百日咳","2","1","3","254"
"ヘルパンギーナ","16","16","32","254"
"流行性耳下腺炎","26","23","49","254"
"不明発しん症","8","8","16","254"
"川崎病","1","2","3","254"
"急性出血性結膜炎","1","0","1","38"
"流行性角結膜炎","3","8","11","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
