"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年51週
"集計期間終了週",2021年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","411"
"RSウイルス感染症","11","8","19","260"
"咽頭結膜熱","29","23","52","260"
"Ａ群溶血性レンサ球菌咽頭炎","55","33","88","260"
"感染性胃腸炎","1175","1097","2272","260"
"水痘","15","23","38","260"
"手足口病","89","62","151","260"
"伝染性紅斑","4","3","7","260"
"突発性発しん","42","37","79","260"
"ヘルパンギーナ","29","24","53","260"
"流行性耳下腺炎","5","3","8","260"
"不明発しん症","4","4","8","260"
"川崎病","1","0","1","260"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","5","1","6","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
