"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年24週
"集計期間終了週",2004年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","2","1","3","142"
"咽頭結膜熱","39","34","73","142"
"Ａ群溶血性レンサ球菌咽頭炎","113","84","197","142"
"感染性胃腸炎","303","258","561","142"
"水痘","76","80","156","142"
"手足口病","22","18","40","142"
"伝染性紅斑","31","36","67","142"
"突発性発しん","34","43","77","142"
"百日咳","0","1","1","142"
"風しん","0","2","2","142"
"ヘルパンギーナ","67","67","134","142"
"麻しん（成人麻しん以外）","2","1","3","142"
"流行性耳下腺炎","35","27","62","142"
"不明発しん症","5","11","16","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","6","12","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","4","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
