"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年10月"
"集計期間終了月","2000年10月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1～4歳","0","0","0","0","0","0","5","2","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","4","0","5","7","0","0","0","0","0"
"20～24歳","28","9","7","19","0","1","1","0","0"
"25～29歳","37","6","5","29","0","1","4","0","1"
"30～34歳","24","7","7","18","1","0","0","2","0"
"35～39歳","15","7","2","10","0","1","1","0","0"
"40～44歳","12","7","3","6","1","2","2","0","0"
"45～49歳","6","4","0","4","0","1","1","0","2"
"50～54歳","1","4","1","4","0","0","2","0","0"
"55～59歳","1","1","0","0","0","0","5","1","0"
"60～64歳","1","2","0","0","0","0","10","1","0"
"65～69歳","0","0","0","0","0","0","9","2","0"
"70歳以上","0","0","0","0","0","0","34","2","2"
"合計","129","47","30","97","2","6","79","12","5"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年10月"
"集計期間終了月","2000年10月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","1","1"
"1～4歳","0","0","0","0","0","0","2","3","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","10","2","3","1","0","0","0","0","0"
"20～24歳","42","21","9","8","10","0","0","0","0"
"25～29歳","34","13","8","6","3","0","2","0","0"
"30～34歳","5","12","1","1","3","1","1","0","0"
"35～39歳","10","3","2","1","4","1","2","0","0"
"40～44歳","5","4","0","0","1","1","1","0","1"
"45～49歳","1","2","1","1","2","0","3","0","0"
"50～54歳","0","1","0","0","0","0","0","0","0"
"55～59歳","0","0","0","0","2","0","2","0","0"
"60～64歳","0","0","0","0","2","0","1","1","0"
"65～69歳","0","1","0","0","0","0","6","0","0"
"70歳以上","0","0","0","0","1","0","18","0","2"
"合計","107","59","24","18","28","3","39","6","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年10月"
"集計期間終了月","2000年10月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","2","1"
"1～4歳","0","0","0","0","0","0","7","5","0"
"5～9歳","0","0","0","0","0","0","1","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","14","2","8","8","0","0","0","0","0"
"20～24歳","70","30","16","27","10","1","1","0","0"
"25～29歳","71","19","13","35","3","1","6","0","1"
"30～34歳","29","19","8","19","4","1","1","2","0"
"35～39歳","25","10","4","11","4","2","3","0","0"
"40～44歳","17","11","3","6","2","3","3","0","1"
"45～49歳","7","6","1","5","2","1","4","0","2"
"50～54歳","1","5","1","4","0","0","2","0","0"
"55～59歳","1","1","0","0","2","0","7","1","0"
"60～64歳","1","2","0","0","2","0","11","2","0"
"65～69歳","0","1","0","0","0","0","15","2","0"
"70歳以上","0","0","0","0","1","0","52","2","4"
"合計","236","106","54","115","30","9","118","18","9"
"定点数","41","41","41","41","41","41","25","25","25"


