"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年2月"
"集計期間終了月","2013年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","42","28","19","34","0","1","5","2","1","0","",""
"区南部","13","3","1","8","0","0","0","0","0","0","",""
"区西南部","5","5","2","0","0","0","0","0","0","0","",""
"区西部","26","12","19","28","0","6","4","4","0","0","",""
"区西北部","13","3","5","6","0","0","6","2","0","0","",""
"区東北部","4","0","1","1","0","0","3","2","0","0","",""
"区東部","14","7","1","11","0","1","4","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","2","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","18","12","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","6","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","118","60","48","88","0","8","41","28","1","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年2月"
"集計期間終了月","2013年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","4","4","7","0","0","0","3","2","0","0","",""
"区南部","5","1","0","0","0","0","0","0","0","0","",""
"区西南部","8","6","3","1","2","0","0","0","0","0","",""
"区西部","6","9","11","2","6","0","6","1","0","0","",""
"区西北部","13","6","6","1","0","0","4","2","0","0","",""
"区東北部","7","0","1","0","0","0","0","4","0","0","",""
"区東部","5","4","1","1","2","1","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","2","0","0","1","0","0","0","0","0","",""
"北多摩西部","11","1","2","4","0","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","6","3","0","0","",""
"北多摩北部","1","0","0","0","0","0","0","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","67","33","31","9","11","2","19","15","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2013年2月"
"集計期間終了月","2013年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","46","32","26","34","0","1","8","4","1","0","10","4"
"区南部","18","4","1","8","0","0","0","0","0","0","3","1"
"区西南部","13","11","5","1","2","0","0","0","0","0","4","2"
"区西部","32","21","30","30","6","6","10","5","0","0","11","4"
"区西北部","26","9","11","7","0","0","10","4","0","0","6","2"
"区東北部","11","0","2","1","0","0","3","6","0","0","3","1"
"区東部","19","11","2","12","2","2","4","0","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","4","0","0","1","0","0","0","0","0","5","1"
"北多摩西部","11","1","2","4","0","1","0","0","0","0","2","1"
"北多摩南部","1","0","0","0","0","0","24","15","0","0","3","3"
"北多摩北部","1","0","0","0","0","0","0","9","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","185","93","79","97","11","10","60","43","1","0","54","24"


