"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年30週
"集計期間終了週",2002年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","16","14","30","142"
"Ａ群溶血性レンサ球菌咽頭炎","30","14","44","142"
"感染性胃腸炎","155","122","277","142"
"水痘","63","65","128","142"
"手足口病","119","103","222","142"
"伝染性紅斑","13","13","26","142"
"突発性発しん","43","42","85","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","224","221","445","142"
"麻しん（成人麻しん以外）","8","0","8","142"
"流行性耳下腺炎","41","36","77","142"
"不明発しん症","12","4","16","142"
"川崎病","3","1","4","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","18","10","28","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","6","6","12","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","3","4","25"
