"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年2月"
"集計期間終了月","2014年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","26","33","16","12","1","0","7","1","1","0","",""
"区南部","4","7","2","8","0","0","1","1","0","0","",""
"区西南部","9","3","0","2","0","0","1","2","0","0","",""
"区西部","29","12","16","37","0","4","7","0","0","0","",""
"区西北部","11","4","4","9","0","0","2","2","1","0","",""
"区東北部","0","0","0","2","0","0","0","3","1","0","",""
"区東部","13","10","0","11","0","1","1","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","26","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","93","69","38","81","1","5","49","14","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年2月"
"集計期間終了月","2014年2月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","2","7","4","1","0","1","3","1","0","0","",""
"区南部","4","0","0","0","0","0","0","0","0","0","",""
"区西南部","9","11","1","0","0","0","0","2","0","0","",""
"区西部","4","9","9","3","3","0","5","1","0","0","",""
"区西北部","8","5","3","0","0","0","2","2","0","0","",""
"区東北部","5","3","1","0","0","0","2","1","0","0","",""
"区東部","4","2","0","1","2","1","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","7","2","0","0","2","0","1","0","0","0","",""
"北多摩西部","19","0","2","1","1","1","0","0","0","0","",""
"北多摩南部","0","0","1","0","0","0","11","0","0","0","",""
"北多摩北部","0","0","0","0","1","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","62","39","21","6","9","3","27","8","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2014年2月"
"集計期間終了月","2014年2月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","28","40","20","13","1","1","10","2","1","0","10","4"
"区南部","8","7","2","8","0","0","1","1","0","0","3","1"
"区西南部","18","14","1","2","0","0","1","4","0","0","5","3"
"区西部","33","21","25","40","3","4","12","1","0","0","11","4"
"区西北部","19","9","7","9","0","0","4","4","1","0","6","2"
"区東北部","5","3","1","2","0","0","2","4","1","0","3","1"
"区東部","17","12","0","12","2","2","3","1","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","7","2","0","0","2","0","3","0","0","0","5","1"
"北多摩西部","20","0","2","1","1","1","1","0","0","0","2","1"
"北多摩南部","0","0","1","0","0","0","37","0","0","0","3","3"
"北多摩北部","0","0","0","0","1","0","2","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","155","108","59","87","10","8","76","22","3","0","55","25"


