"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年3週"
"集計期間終了週","2012年3週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","20","0","0","1","8","0","0","0","1","0","0","1","0","0","0","0","0","0","2","0","0","","","","","",""
"中央区","16","0","0","1","9","3","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","113","9","2","5","27","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","62","2","0","2","54","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"文京","27","0","0","0","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","25","0","0","5","36","4","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","50","7","0","7","18","5","0","1","1","0","0","0","1","0","0","1","0","1","1","0","1","","","","","",""
"江東区","151","5","0","12","86","15","0","6","9","0","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","34","0","2","6","61","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","23","0","0","0","13","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","123","1","5","15","101","5","0","0","4","0","0","4","4","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","145","1","3","33","111","5","1","1","4","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"渋谷区","22","0","0","0","27","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","","","","","",""
"中野区","57","1","0","5","56","3","0","0","3","0","0","0","1","0","0","0","0","0","0","0","1","","","","","",""
"杉並","69","0","0","6","59","2","0","0","2","0","0","2","0","0","0","0","1","0","0","0","0","","","","","",""
