"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2003年7月"
"集計期間終了月","2003年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","5","0"
"1～4歳","0","0","0","0","0","0","5","15","0"
"5～9歳","0","0","0","0","0","0","2","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","0","1","0","0","0","0","0"
"20～24歳","22","3","4","15","0","0","1","1","0"
"25～29歳","23","3","7","24","0","0","0","0","0"
"30～34歳","19","5","3","9","1","1","5","0","0"
"35～39歳","13","2","2","15","0","1","0","2","0"
"40～44歳","8","1","1","3","0","1","9","0","1"
"45～49歳","4","3","3","5","0","0","2","0","0"
"50～54歳","5","2","2","0","0","0","4","0","0"
"55～59歳","3","4","1","4","0","0","7","1","1"
"60～64歳","1","1","0","1","0","0","11","1","0"
"65～69歳","0","2","1","0","0","0","14","3","1"
"70歳以上","0","1","0","1","0","0","47","9","2"
"合計","101","27","24","78","1","3","115","39","5"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2003年7月"
"集計期間終了月","2003年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","2","0"
"1～4歳","0","0","0","0","0","0","1","8","0"
"5～9歳","0","0","0","0","0","0","1","3","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","11","0","1","4","1","0","0","0","0"
"20～24歳","44","9","4","5","5","1","1","1","0"
"25～29歳","36","12","4","9","6","1","1","0","0"
"30～34歳","15","19","3","2","2","0","0","0","0"
"35～39歳","10","5","1","1","1","1","1","0","0"
"40～44歳","4","2","0","2","2","0","0","0","0"
"45～49歳","1","1","0","0","3","0","1","2","0"
"50～54歳","0","1","0","1","0","1","0","1","0"
"55～59歳","0","3","0","0","1","0","1","1","0"
"60～64歳","0","1","0","0","0","0","6","1","0"
"65～69歳","0","0","0","0","0","0","2","0","0"
"70歳以上","0","1","0","0","0","0","17","3","1"
"合計","121","54","13","24","21","4","35","22","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2003年7月"
"集計期間終了月","2003年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","7","0"
"1～4歳","0","0","0","0","0","0","6","23","0"
"5～9歳","0","0","0","0","0","0","3","5","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","14","0","1","5","1","0","0","0","0"
"20～24歳","66","12","8","20","5","1","2","2","0"
"25～29歳","59","15","11","33","6","1","1","0","0"
"30～34歳","34","24","6","11","3","1","5","0","0"
"35～39歳","23","7","3","16","1","2","1","2","0"
"40～44歳","12","3","1","5","2","1","9","0","1"
"45～49歳","5","4","3","5","3","0","3","2","0"
"50～54歳","5","3","2","1","0","1","4","1","0"
"55～59歳","3","7","1","4","1","0","8","2","1"
"60～64歳","1","2","0","1","0","0","17","2","0"
"65～69歳","0","2","1","0","0","0","16","3","1"
"70歳以上","0","2","0","1","0","0","64","12","3"
"合計","222","81","37","102","22","7","150","61","6"
"定点数","41","41","41","41","41","41","25","25","25"


