"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年22週
"集計期間終了週",2006年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","5","6","178"
"RSウイルス感染症","1","1","2","142"
"咽頭結膜熱","75","72","147","142"
"Ａ群溶血性レンサ球菌咽頭炎","156","133","289","142"
"感染性胃腸炎","338","275","613","142"
"水痘","106","107","213","142"
"手足口病","22","13","35","142"
"伝染性紅斑","50","65","115","142"
"突発性発しん","55","45","100","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","204","151","355","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","58","54","112","142"
"不明発しん症","5","12","17","142"
"川崎病","5","2","7","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","13","7","20","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
