"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年37週
"集計期間終了週",2009年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","921","775","1696","287"
"RSウイルス感染症","7","8","15","148"
"咽頭結膜熱","5","3","8","148"
"Ａ群溶血性レンサ球菌咽頭炎","41","41","82","148"
"感染性胃腸炎","253","216","469","148"
"水痘","19","16","35","148"
"手足口病","94","77","171","148"
"伝染性紅斑","12","9","21","148"
"突発性発しん","47","50","97","148"
"百日咳","0","4","4","148"
"ヘルパンギーナ","80","63","143","148"
"流行性耳下腺炎","45","46","91","148"
"不明発しん症","6","7","13","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","10","8","18","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","5","4","9","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
