"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年26週
"集計期間終了週",2002年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","9","12","21","142"
"Ａ群溶血性レンサ球菌咽頭炎","55","53","108","142"
"感染性胃腸炎","232","197","429","142"
"水痘","94","86","180","142"
"手足口病","117","85","202","142"
"伝染性紅斑","19","27","46","142"
"突発性発しん","33","37","70","142"
"百日咳","1","0","1","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","235","202","437","142"
"麻しん（成人麻しん以外）","9","8","17","142"
"流行性耳下腺炎","47","46","93","142"
"不明発しん症","14","7","21","142"
"川崎病","1","2","3","142"
"急性出血性結膜炎","0","1","1","14"
"流行性角結膜炎","17","15","32","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","4","2","6","25"
