"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年29週"
"集計期間終了週","2022年29週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","13","1","1","34","0","21","0","2","7","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","51","0","0","34","0","43","0","1","15","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","24","1","1","30","1","41","0","1","6","0","1","0","0","3","0","0","0","0","0","1","","","","","",""
"区西部","2","15","2","9","38","0","35","0","2","4","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","16","2","5","50","4","55","0","2","17","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","18","9","0","38","0","36","0","5","15","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","20","2","0","53","1","46","0","2","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","7","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","11","1","1","54","0","33","0","4","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","15","0","2","22","1","20","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","23","0","1","32","6","51","0","5","10","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","15","4","1","40","0","28","0","3","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","221","22","21","432","14","415","0","27","133","3","5","2","0","5","0","0","0","0","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年29週"
"集計期間終了週","2022年29週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","14","1","1","32","1","13","0","2","9","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","0","33","1","0","28","1","43","0","3","13","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","22","1","1","13","1","53","0","1","6","0","1","0","0","3","0","1","0","0","0","1","","","","","",""
"区西部","2","18","1","2","34","0","38","0","2","4","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","12","2","9","36","1","44","1","3","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","13","3","0","26","1","30","0","6","10","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","3","17","3","1","38","1","28","0","2","18","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","15","1","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","8","1","1","58","0","36","0","7","23","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","7","0","2","14","2","14","0","2","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","18","0","1","21","5","44","1","2","14","0","1","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","16","6","3","48","0","32","0","3","7","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","6","178","19","21","363","14","381","2","34","121","6","6","2","0","7","0","2","0","0","0","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2022年29週"
"集計期間終了週","2022年29週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","27","1","1","66","1","34","0","4","16","0","2","0","0","2","0","0","0","0","0","0","32","20","2","4","4","0"
"区南部","0","84","1","0","62","1","86","0","4","28","0","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","0","46","1","1","43","2","94","0","2","12","0","1","0","0","3","0","1","0","0","0","1","40","25","4","3","3","0"
"区西部","2","33","3","11","72","0","73","0","4","8","1","0","2","0","0","0","0","0","0","0","0","37","23","3","4","4","0"
"区西北部","0","28","2","14","86","5","99","1","5","30","1","0","0","0","0","0","0","0","0","0","0","55","35","6","2","2","0"
"区東北部","0","31","12","0","64","1","66","0","11","25","1","1","0","0","1","0","0","0","0","0","0","40","25","4","1","1","0"
"区東部","3","37","5","1","91","1","74","0","2","43","0","0","0","0","0","0","0","0","0","0","0","38","24","4","1","1","0"
"西多摩","0","0","0","0","22","2","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","19","1","1","112","0","69","0","11","39","2","0","0","0","0","0","0","0","0","0","0","45","28","4","1","1","0"
"北多摩西部","0","22","0","2","36","3","34","0","2","9","0","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"北多摩南部","0","41","0","2","53","11","95","1","7","24","0","1","1","0","1","0","0","0","0","0","0","31","19","3","3","3","0"
"北多摩北部","0","31","10","4","88","0","60","0","6","19","1","0","0","0","0","0","1","0","0","0","0","22","14","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","6","399","36","37","795","27","796","2","59","254","6","6","3","0","7","0","2","0","0","0","1","410","257","38","25","25","0"


