"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2015年18週"
"集計期間終了週","2015年18週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","3","9","29","50","17","2","5","14","0","0","4","1","0","0","2","0","0","0","0","0","1","","","","","",""
"区南部","5","2","21","46","110","4","6","12","11","0","2","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","11","2","5","37","86","4","5","9","5","0","0","1","0","0","0","1","0","0","1","0","0","0","","","","","",""
"区西部","7","0","6","15","93","3","2","19","5","0","1","1","0","0","0","0","0","0","0","1","1","0","","","","","",""
"区西北部","19","0","6","45","69","5","9","26","13","0","3","14","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","11","2","5","36","99","9","10","17","8","0","2","3","0","0","0","3","0","0","0","0","0","0","","","","","",""
"区東部","18","0","8","80","119","7","1","9","6","0","1","12","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","2","0","1","7","15","1","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","10","3","11","92","165","19","4","33","19","2","0","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","0","23","43","5","1","7","8","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","6","0","4","28","66","8","0","20","7","0","1","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","6","0","2","58","73","10","2","11","8","0","2","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
