"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2002年1月"
"集計期間終了月","2002年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","2","0"
"1～4歳","0","0","0","0","0","0","2","5","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","7","2","1","3","0","0","0","0","0"
"20～24歳","28","3","4","20","0","0","3","1","1"
"25～29歳","28","6","5","22","1","0","0","0","0"
"30～34歳","18","4","5","20","1","0","2","0","0"
"35～39歳","17","6","3","11","0","0","0","0","0"
"40～44歳","15","2","3","9","0","1","4","0","0"
"45～49歳","3","1","1","3","0","0","2","0","0"
"50～54歳","4","1","1","1","0","0","1","1","0"
"55～59歳","0","2","0","2","0","0","4","0","0"
"60～64歳","1","2","0","1","0","0","9","1","0"
"65～69歳","0","0","0","0","0","0","11","2","1"
"70歳以上","0","0","0","0","0","0","33","3","1"
"合計","121","29","23","92","2","1","78","15","3"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2002年1月"
"集計期間終了月","2002年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1～4歳","0","0","0","0","0","0","0","2","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","20","3","3","6","0","0","0","1","0"
"20～24歳","41","14","3","4","12","0","0","0","0"
"25～29歳","25","14","5","3","6","1","1","0","0"
"30～34歳","16","8","1","1","8","0","0","2","0"
"35～39歳","7","4","1","0","4","0","1","0","0"
"40～44歳","5","2","1","2","1","0","1","0","0"
"45～49歳","2","2","0","0","10","0","2","0","0"
"50～54歳","0","0","1","0","2","0","0","0","0"
"55～59歳","0","1","0","0","3","0","0","0","0"
"60～64歳","0","0","0","0","1","0","7","1","0"
"65～69歳","0","0","0","0","1","0","5","0","0"
"70歳以上","0","1","0","0","1","0","17","0","0"
"合計","116","49","15","16","49","1","38","8","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2002年1月"
"集計期間終了月","2002年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","4","0"
"1～4歳","0","0","0","0","0","0","2","7","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","27","5","4","9","0","0","0","1","0"
"20～24歳","69","17","7","24","12","0","3","1","1"
"25～29歳","53","20","10","25","7","1","1","0","0"
"30～34歳","34","12","6","21","9","0","2","2","0"
"35～39歳","24","10","4","11","4","0","1","0","0"
"40～44歳","20","4","4","11","1","1","5","0","0"
"45～49歳","5","3","1","3","10","0","4","0","0"
"50～54歳","4","1","2","1","2","0","1","1","0"
"55～59歳","0","3","0","2","3","0","4","0","0"
"60～64歳","1","2","0","1","1","0","16","2","0"
"65～69歳","0","0","0","0","1","0","16","2","1"
"70歳以上","0","1","0","0","1","0","50","3","1"
"合計","237","78","38","108","51","2","116","23","3"
"定点数","41","41","41","41","41","41","25","25","25"


