"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年11週
"集計期間終了週",2020年11週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","183","189","372","416"
"RSウイルス感染症","23","19","42","261"
"咽頭結膜熱","21","18","39","261"
"Ａ群溶血性レンサ球菌咽頭炎","289","261","550","261"
"感染性胃腸炎","427","440","867","261"
"水痘","60","42","102","261"
"手足口病","9","11","20","261"
"伝染性紅斑","15","8","23","261"
"突発性発しん","33","38","71","261"
"ヘルパンギーナ","2","4","6","261"
"流行性耳下腺炎","9","0","9","261"
"不明発しん症","9","3","12","261"
"川崎病","2","1","3","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","3","8","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","3","3","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
