"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年22週
"集計期間終了週",2009年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","51","33","84","287"
"RSウイルス感染症","4","3","7","148"
"咽頭結膜熱","25","17","42","148"
"Ａ群溶血性レンサ球菌咽頭炎","133","124","257","148"
"感染性胃腸炎","397","369","766","148"
"水痘","88","66","154","148"
"手足口病","7","7","14","148"
"伝染性紅斑","17","32","49","148"
"突発性発しん","50","51","101","148"
"百日咳","3","6","9","148"
"ヘルパンギーナ","9","7","16","148"
"流行性耳下腺炎","63","53","116","148"
"不明発しん症","2","2","4","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","2","0","2","39"
"流行性角結膜炎","6","7","13","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","3","6","9","24"
"クラミジア肺炎(オウム病は除く)","1","2","3","24"
