"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年23週
"集計期間終了週",2004年23週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","5","2","7","142"
"咽頭結膜熱","39","32","71","142"
"Ａ群溶血性レンサ球菌咽頭炎","96","91","187","142"
"感染性胃腸炎","262","254","516","142"
"水痘","87","89","176","142"
"手足口病","13","12","25","142"
"伝染性紅斑","36","43","79","142"
"突発性発しん","48","43","91","142"
"百日咳","0","0","0","142"
"風しん","6","4","10","142"
"ヘルパンギーナ","75","70","145","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","38","29","67","142"
"不明発しん症","10","4","14","142"
"川崎病","0","2","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","1","7","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","2","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
