"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年26週
"集計期間終了週",2016年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","3","7","416"
"RSウイルス感染症","16","16","32","262"
"咽頭結膜熱","126","97","223","262"
"Ａ群溶血性レンサ球菌咽頭炎","456","382","838","262"
"感染性胃腸炎","838","699","1537","262"
"水痘","69","42","111","262"
"手足口病","74","56","130","262"
"伝染性紅斑","20","36","56","262"
"突発性発しん","114","98","212","262"
"百日咳","3","1","4","262"
"ヘルパンギーナ","320","288","608","262"
"流行性耳下腺炎","105","83","188","262"
"不明発しん症","24","12","36","262"
"川崎病","2","1","3","262"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","14","4","18","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","7","7","14","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
