"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年3週
"集計期間終了週",2004年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","777","698","1475","178"
"RSウイルス感染症","9","3","12","142"
"咽頭結膜熱","7","4","11","142"
"Ａ群溶血性レンサ球菌咽頭炎","48","36","84","142"
"感染性胃腸炎","431","447","878","142"
"水痘","77","86","163","142"
"手足口病","2","5","7","142"
"伝染性紅斑","35","37","72","142"
"突発性発しん","34","45","79","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","1","0","1","142"
"麻しん（成人麻しん以外）","4","0","4","142"
"流行性耳下腺炎","19","14","33","142"
"不明発しん症","6","1","7","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","9","7","16","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
