"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年25週"
"集計期間終了週","2025年25週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","7","893","5","8","24","85","5","6","8","2","5","2","1","1","0","0","0","0","0","1","0","0","6","","","","","","",""
"区南部","5","11","601","1","7","34","78","3","11","7","4","6","2","1","0","0","0","0","1","0","0","0","0","0","","","","","","",""
"区西南部","2","14","784","0","1","38","60","9","5","7","3","6","1","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区西部","2","18","910","3","2","36","54","4","1","0","5","6","0","0","3","0","2","0","0","1","0","0","0","2","","","","","","",""
"区西北部","5","30","1377","0","14","74","103","25","6","6","7","4","2","1","0","0","1","0","0","2","0","0","0","1","","","","","","",""
"区東北部","3","17","1213","3","9","30","77","2","2","14","4","3","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東部","3","20","986","2","12","43","103","9","2","0","1","3","1","1","0","0","3","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","1","115","0","0","4","13","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","4","24","2155","2","7","69","168","11","6","30","10","4","1","1","1","0","1","0","0","0","0","0","1","0","","","","","","",""
"北多摩西部","1","4","402","1","1","33","26","12","0","1","1","1","5","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","4","8","1013","1","2","56","84","12","0","7","4","0","2","2","2","0","0","0","0","2","0","0","1","3","","","","","","",""
"北多摩北部","4","8","740","0","8","35","84","2","1","11","3","3","3","0","0","0","1","1","0","0","0","0","0","4","","","","","","",""
"島しょ","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","37","162","11197","18","71","476","935","95","40","92","46","41","20","9","7","0","11","1","1","5","1","0","2","18","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年25週"
"集計期間終了週","2025年25週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","19","779","6","5","21","57","7","9","3","1","5","2","5","1","0","0","0","0","1","1","0","2","6","","","","","","",""
"区南部","3","5","700","4","13","38","51","6","2","6","6","1","1","1","1","0","0","0","1","0","0","0","0","0","","","","","","",""
"区西南部","2","17","761","1","3","35","55","7","4","9","3","5","2","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"区西部","3","17","854","3","1","44","52","5","1","1","4","1","1","0","3","0","2","0","0","2","0","0","0","2","","","","","","",""
"区西北部","1","33","1456","0","5","47","82","13","3","11","6","4","2","1","0","0","1","0","0","2","0","1","0","1","","","","","","",""
"区東北部","2","29","1287","1","4","19","67","1","1","20","6","1","1","2","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東部","2","23","1066","2","8","34","69","8","8","3","2","1","2","1","1","0","4","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","2","141","1","0","4","6","3","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"南多摩","3","18","2049","4","1","47","151","17","10","25","11","5","1","2","1","0","1","0","0","0","0","0","1","0","","","","","","",""
"北多摩西部","1","3","363","1","1","18","17","8","0","2","1","1","1","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","1","15","933","1","6","36","56","4","0","8","1","0","2","3","2","0","0","0","0","2","0","0","1","2","","","","","","",""
"北多摩北部","7","8","738","1","1","35","80","2","3","11","6","3","3","0","0","0","1","1","0","1","0","0","0","4","","","","","","",""
"島しょ","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","26","189","11136","25","48","378","743","81","41","105","50","27","18","16","10","0","12","1","1","8","1","1","4","18","","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2025年25週"
"集計期間終了週","2025年25週"
"性別","男女合計"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","26","1672","11","13","45","142","12","15","11","3","10","2","6","1","0","0","0","0","1","1","0","2","12","32","32","20","2","4","4","4"
"区南部","8","16","1301","5","20","72","129","9","13","13","10","7","3","2","1","0","0","0","1","0","0","0","0","0","33","33","21","3","1","1","1"
"区西南部","2","31","1545","1","4","73","115","16","9","16","6","11","3","1","0","0","2","0","0","0","0","0","0","2","40","40","25","4","3","3","3"
"区西部","5","35","1764","3","3","80","106","9","2","1","9","7","1","0","3","0","2","0","0","3","0","0","0","2","39","39","25","4","4","4","4"
"区西北部","6","63","2833","0","19","121","185","38","9","17","13","8","2","2","0","0","1","0","0","2","0","1","0","1","56","56","35","6","2","2","2"
"区東北部","5","46","2500","4","13","49","144","3","3","34","10","4","1","3","1","0","2","0","0","0","0","0","0","0","40","40","25","4","1","1","1"
"区東部","5","43","2052","2","20","77","172","17","10","3","3","4","3","2","1","0","7","0","0","0","0","0","0","0","41","41","26","4","1","1","1"
"西多摩","0","3","256","1","0","4","19","4","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","1","13","13","7","1","1","1","1"
"南多摩","7","42","4204","6","8","116","319","28","16","55","21","9","2","3","1","0","1","0","0","0","0","0","1","0","45","45","28","4","1","1","1"
"北多摩西部","1","7","765","1","2","51","43","20","0","3","1","1","6","0","0","0","2","0","0","0","0","0","0","2","21","21","14","2","1","1","1"
"北多摩南部","5","23","1946","2","8","92","140","16","0","15","5","0","4","5","2","0","0","0","0","2","0","0","1","5","33","33","21","3","3","3","3"
"北多摩北部","11","16","1478","1","9","70","164","4","4","22","9","6","3","0","0","0","2","1","0","1","0","0","0","8","23","23","15","2","2","2","2"
"島しょ","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","1","1","1"
"合計","60","351","22333","37","119","850","1678","176","81","197","95","67","30","24","10","0","19","1","1","9","1","1","4","33","418","418","263","39","25","25","25"


