"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年43週
"集計期間終了週",2006年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","7","4","11","142"
"咽頭結膜熱","14","12","26","142"
"Ａ群溶血性レンサ球菌咽頭炎","106","89","195","142"
"感染性胃腸炎","407","381","788","142"
"水痘","48","47","95","142"
"手足口病","34","35","69","142"
"伝染性紅斑","18","29","47","142"
"突発性発しん","35","50","85","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","4","6","10","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","23","32","55","142"
"不明発しん症","5","4","9","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","3","4","7","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","8","4","12","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
