"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年36週
"集計期間終了週",2008年36週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","1","4","284"
"RSウイルス感染症","10","11","21","147"
"咽頭結膜熱","29","32","61","147"
"Ａ群溶血性レンサ球菌咽頭炎","72","56","128","147"
"感染性胃腸炎","244","221","465","147"
"水痘","35","29","64","147"
"手足口病","97","87","184","147"
"伝染性紅斑","6","1","7","147"
"突発性発しん","68","60","128","147"
"百日咳","2","3","5","147"
"ヘルパンギーナ","95","85","180","147"
"流行性耳下腺炎","27","22","49","147"
"不明発しん症","8","7","15","147"
"川崎病","2","1","3","147"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","12","4","16","39"
"細菌性髄膜炎","1","0","1","23"
"無菌性髄膜炎","1","0","1","23"
"マイコプラズマ肺炎","3","4","7","23"
"クラミジア肺炎(オウム病は除く)","0","1","1","23"
